11
18981	17570	23626	20887	
23128	20421	18495	17033	
25329	21132	20825	18780	
16021	17565	19514	22165	
21573	24665	21117	23657	
24352	20771	23763	20526	
22004	18712	17603	15566	
22199	17553	20041	16339	
18423	23071	17179	20718	
17239	21851	16508	20525	
12
21992	23041	22929	24407	
17983	15057	21597	17420	
20679	24829	18267	20438	
20908	23237	21739	25082	
17443	20963	14433	16790	
21477	22828	17585	18269	
25872	21373	21399	19299	
19758	19934	23471	23888	
25405	21347	22825	20269	
20936	21801	23206	25104	
13
18578	22624	16052	18660	
22672	25617	20649	21983	
20599	18147	24706	20318	
22031	20597	17413	16630	
22432	18132	22275	18054	
15816	17340	19354	21940	
22262	19334	25084	20546	
19828	23819	19654	23411	
20645	16819	16751	14072	
23826	21155	19178	17841	
14
17605	20471	19509	24038	
22193	24104	18719	19588	
20998	19277	25646	21736	
23489	22970	23403	22896	
18813	17173	23416	20381	
16642	19017	19283	23206	
22253	17861	21871	17667	
20705	22297	22423	25691	
23302	24959	21161	21953	
17349	21240	18091	22677	
15
24583	23386	20694	20198	
15148	17578	17996	21703	
16738	19563	18900	23254	
22299	21636	24621	23409	
17707	19892	20278	24257	
25059	20519	22254	19311	
18067	20551	20230	24621	
24084	23418	20111	19831	
13617	16317	16394	20189	
21525	24410	18395	19765	
16
22044	17786	18471	15523	
20173	17546	24087	19716	
23411	18794	20464	17214	
17889	22039	15485	18308	
20468	22212	16618	17574	
19234	23880	17812	21061	
22051	23575	22451	24229	
23464	19508	19252	16900	
21390	17013	21390	17013	
19511	23029	20015	24210	
17
21955	22605	17860	18183	
21047	23076	17393	18441	
21318	17380	22613	18047	
17851	21937	15373	18142	
18612	23055	16604	19599	
21054	25701	19374	21828	
20140	19723	24221	23231	
22493	19505	17945	16203	
21922	20032	26368	21922	
23819	24489	20960	21250	
18
18736	21872	19977	24591	
16467	13756	20329	16506	
17685	22051	17582	21850	
22100	17519	19363	15908	
23147	25152	20584	21440	
21610	17270	18270	15143	
18850	23339	18228	22037	
25043	22068	23180	21160	
17242	21402	17601	22088	
21041	17122	22472	17875	
19
23783	21780	24317	22066	
21295	17225	17583	14735	
16601	18237	19924	22826	
24635	19990	21589	18564	
23140	23219	19093	19128	
17019	20273	18643	23246	
19304	23417	16844	19359	
16421	17795	19988	22430	
19485	17341	23869	20047	
19682	22346	16208	17741	
20
20689	17604	23878	19269	
21877	18426	24006	19424	
17971	21446	19083	23711	
18614	22664	16092	18697	
18568	19720	21841	24327	
20353	24996	18876	21741	
17352	20862	14332	16692	
22552	20659	17912	16895	
19193	23817	18082	21530	
18888	15799	22253	17861	
21
22705	24961	19681	20626	
18717	23067	16555	19419	
22577	21022	17969	17152	
21975	20555	17357	16578	
22193	26027	20368	22103	
23753	19666	19590	17181	
21108	25739	19269	21616	
23591	24370	20275	20598	
18186	21046	19919	24531	
16821	14317	20876	17205	
22
20487	21693	22762	25561	
17861	15799	22253	18888	
21625	18787	17096	15358	
17588	21749	17870	22303	
22533	17964	21257	17302	
17287	18039	21180	22629	
18435	22950	16580	19717	
22618	18127	21687	17657	
20958	24483	18112	19885	
21965	23714	22263	24232	
23
15538	18141	18157	22111	
23118	24906	20143	20884	
24320	23884	20897	20714	
22037	19234	17474	15808	
19986	24130	19560	23128	
24386	19738	21412	18308	
17713	16945	22319	20881	
19478	21495	21547	26049	
17122	18852	20261	23429	
17373	15100	21617	18102	
24
22281	20054	17636	16386	
21440	25152	18785	20518	
24661	21625	23655	21165	
23333	24632	20171	20710	
22843	25346	20968	22188	
20953	24284	17986	19668	
20145	24681	18205	20862	
18811	21427	20573	25202	
18965	19140	22940	23328	
17726	19256	20901	23892	
25
19080	21315	21117	25640	
23157	21766	18622	17940	
21474	17044	21246	16921	
24225	23527	20350	20060	
18674	15526	21966	17569	
17968	14855	21339	17040	
23118	21421	24906	22386	
23776	24192	20360	20532	
18776	22654	19138	23449	
23114	18839	22645	18621	
26
19808	22656	20866	25199	
21703	17578	22376	17920	
18635	16491	22995	19384	
22295	23405	22755	24067	
20641	25112	18562	20962	
15998	17909	19187	22383	
18058	21786	18835	23387	
22734	25589	20557	21808	
16790	18084	20359	22729	
16131	18632	18749	22702	
27
18527	20314	21225	24925	
23816	23816	20086	20086	
15792	17312	19337	21912	
18195	17589	22732	21536	
20984	24490	20662	23724	
16693	20418	13850	16456	
21555	19576	26145	21634	
15475	17377	18752	21843	
21701	21411	17275	17121	
21785	20627	17192	16555	
28
19104	21801	15612	17228	
22815	25492	20433	21572	
19115	22851	19533	23797	
24624	20336	20421	18052	
21239	18014	16877	14799	
19811	21379	22151	25927	
14860	17398	17644	21427	
23625	24547	20549	20934	
20129	19868	24078	23456	
17041	14330	20903	17013	
29
18156	16199	22614	19315	
25529	21500	22754	20332	
17716	22202	15839	19084	
19438	23431	16862	19256	
20344	19006	24959	21953	
17736	18401	21615	22945	
16002	17369	19635	21999	
24856	23416	21253	20642	
20343	22341	21923	25970	
19872	23880	17316	19621	
30
20301	23301	17065	18699	
19846	18527	24483	21662	
21861	20710	25441	22872	
21428	20685	25017	23288	
24868	20384	22403	19325	
22327	21715	17882	17570	
18030	22544	17522	21548	
24195	22663	23418	22152	
20092	18798	24713	21864	
17234	19512	19837	23793	
31
24500	19950	20802	18054	
20186	20659	23405	24545	
20857	24163	17862	19552	
14584	17616	16897	21105	
22914	19217	18615	16385	
24771	20252	22301	19176	
21855	19210	25413	20773	
17522	20675	19133	23752	
17073	21222	17483	21996	
25450	22401	22597	20942	
32
24051	19878	19898	17478	
19850	16803	23211	18712	
14884	17501	17588	21456	
21502	20527	25294	23009	
18221	21660	19299	23911	
23155	18840	22546	18556	
24252	23926	21890	21723	
25670	21473	21074	19154	
22747	20789	18108	17069	
18372	15652	22219	18135	
33
21333	25970	19472	21700	
21488	24093	18197	19454	
15735	17231	19306	21835	
19685	19478	23752	23271	
17991	22461	16065	19231	
13755	16544	16427	20326	
22554	17958	19768	16367	
21245	17211	22324	17775	
20952	23951	21119	24340	
17876	22506	16465	19996	
34
19566	20760	22405	25236	
18102	15021	21512	17217	
19940	16454	22546	17924	
24270	19779	22314	18904	
22024	17453	19262	15815	
19789	24423	18495	21664	
21773	25308	20752	23013	
18618	17377	23266	20878	
20444	21352	23054	25210	
16998	20517	18309	22955	
35
25902	22395	21638	20169	
19575	17141	23714	19613	
22562	19073	24195	19792	
18112	15016	21502	17198	
17358	17373	21697	21724	
15122	18115	17400	21641	
20919	17119	22665	18040	
20875	18971	25467	21385	
20800	21640	23211	25115	
24429	23774	20938	20663	
36
18234	17465	22819	21317	
23625	24295	20250	20527	
17420	14622	21189	17179	
22291	22417	23757	23955	
15273	17605	18196	21809	
21885	25893	20378	22426	
16716	20586	17624	22256	
15347	18505	17407	21790	
20443	24931	18399	20891	
24180	23492	20271	19984	
37
24590	20629	23308	20098	
22761	20443	18114	16856	
16861	14285	20852	17107	
19172	23714	17324	20311	
22126	18244	23218	18765	
21616	25946	19415	21331	
23145	23516	19237	19401	
24938	22661	20576	19619	
17440	21717	15212	18238	
25040	20428	21283	18632	
38
20912	24300	17974	19692	
20855	17095	22708	18075	
22960	18975	18872	16388	
24184	19578	21800	18462	
17571	21103	18726	23368	
20007	23773	20007	23773	
25556	21128	22427	19828	
24226	20102	23156	19649	
20342	24201	17678	19775	
19075	22218	20176	24718	
39
23600	24646	20669	21111	
21685	25394	19083	20746	
19374	15940	22147	17571	
23322	24758	21501	22265	
18197	16646	22807	20033	
23559	18972	21676	18058	
22253	17861	18888	15799	
20110	17735	24309	20110	
23356	23077	23315	23039	
17496	18080	21474	22617	
40
22051	20502	17423	16573	
20621	23096	21535	25219	
22361	18051	22206	17974	
21610	19140	25552	20913	
16543	20159	17831	22475	
21837	20449	25756	22566	
21316	22853	22544	25070	
18552	18438	22812	22572	
24576	20175	22600	19325	
24995	20547	20862	18443	
41
19969	16331	22273	17632	
18357	22100	19025	23516	
18545	18192	22940	22208	
17496	16456	22142	20269	
18405	23029	16902	20282	
18333	22056	19034	23538	
17003	21221	17310	21796	
21469	25644	19133	21046	
20348	20542	23750	24218	
18716	20407	21436	25045	
42
16401	19257	18602	22922	
19860	16770	23153	18638	
16826	18443	20123	23043	
17668	15081	21653	17787	
22067	17518	21086	16996	
21590	21433	17189	17105	
18005	22588	16368	19730	
21101	17882	23964	19318	
16170	18668	18785	22742	
24934	23170	20985	20253	
43
22259	18409	23355	18925	
17915	18192	22030	22591	
19996	24519	18991	22253	
24566	20621	20111	18039	
22444	17816	19917	16388	
21675	25778	19327	21137	
22447	19939	17818	16402	
17813	15544	22068	18484	
20844	21377	23542	24770	
18154	22319	18296	22610	
44
23346	20388	18734	17136	
20512	24032	20490	23979	
23033	22959	18888	18854	
23106	24268	22130	22955	
24413	19825	21966	18707	
16398	18484	19361	22878	
17855	18352	21833	22836	
16591	20297	17751	22399	
19677	22368	20964	25445	
21313	22254	17235	17726	
45
21452	17808	23367	18760	
20133	24504	19342	22665	
16926	18697	20071	23254	
17546	22185	16231	19872	
19084	23667	17352	20438	
21159	17679	16941	14641	
17735	21974	15447	18384	
17928	18964	21477	23581	
20007	18287	24625	21128	
23198	23081	19083	19031	
46
24565	20917	19989	18147	
22795	18594	18982	16240	
26285	22005	21724	19950	
19010	23658	17669	21022	
20967	25597	19145	21565	
20734	19970	24862	23021	
23538	23915	19846	20005	
17452	19315	20394	23855	
22472	20923	17860	17039	
20774	20463	24422	23675	
47
17070	18015	20859	22645	
23132	23635	19285	19505	
16354	20085	17526	22174	
23709	21710	24405	22079	
19950	24373	19143	22529	
22952	19200	23787	19566	
24190	20171	23331	19810	
21824	21937	23960	24175	
24515	23742	21089	20761	
20223	22479	21628	25821	
48
25117	20732	22594	19676	
25333	22804	22276	21013	
20499	24220	17743	19723	
24397	23750	22016	21679	
19296	19763	22928	24005	
19568	21814	15872	17178	
21798	18097	17658	15246	
22204	24354	18860	19825	
21862	24861	21181	23419	
18890	22645	16097	18425	
49
19429	23410	16842	19229	
17775	19707	20568	24229	
18744	15446	21802	17327	
21966	18674	17569	15526	
22844	19129	23837	19566	
20391	23897	17478	19367	
20067	19828	24022	23454	
21968	19787	26148	21529	
19682	22956	20367	24585	
22072	25362	19347	20763	
50
25409	22174	22791	20910	
18783	15676	22128	17739	
17955	22547	17210	21121	
22317	18974	24395	19897	
22367	25929	20151	21641	
16543	20282	13713	16348	
17390	21898	17012	21187	
18721	19331	22415	23753	
23013	19946	24846	20707	
17351	15668	21906	19100	
51
15933	18536	18487	22506	
18621	20478	21216	25070	
21867	25239	19111	20603	
24198	20802	23981	20712	
16657	14293	20823	17314	
21332	18714	25128	20513	
23783	20320	24144	20470	
18677	19194	22459	23586	
21409	21159	24443	23883	
24129	21427	19484	18176	
52
20623	22986	21644	25337	
18232	21141	19898	24526	
22929	19424	24226	19980	
19241	20858	21818	25503	
20538	18699	25140	21285	
23039	23077	23315	23356	
23389	21491	24729	22192	
21536	22243	17401	17766	
21773	22795	17793	18302	
17063	21036	17751	22337	
53
14298	17181	16810	20858	
21110	25754	19434	21865	
21912	22176	17674	17808	
18258	22840	17502	21357	
16908	18142	20504	22790	
16362	18736	19062	22923	
22286	20201	17638	16479	
22348	20764	25633	22444	
17860	16581	22504	20198	
23154	19012	23002	18942	
54
16694	13892	20463	16536	
21040	16780	17650	14544	
23295	18663	21206	17604	
24776	20598	20423	18209	
20300	24716	18165	20646	
23592	20511	24565	20917	
23573	18978	21630	18032	
21412	21041	24582	23742	
19286	22367	16028	17856	
25326	21330	20733	18848	
55
23376	20318	18780	17118	
19731	17778	24243	20551	
17808	21151	19122	23770	
19071	23371	16830	19561	
23565	19348	19589	16999	
23259	21233	18632	17606	
18039	22184	15626	18418	
24226	20102	19980	17655	
18071	15857	22370	18798	
25052	20649	20831	18486	
56
23287	18643	21031	17484	
20985	17342	16897	14432	
17706	22062	15589	18662	
25181	22171	23006	21098	
15629	17404	18990	21926	
23036	19186	18821	16479	
18239	15493	22059	17975	
23271	18637	20521	17166	
17085	21577	15256	18623	
21713	17731	22753	18251	
57
16748	18160	20230	22795	
23983	23465	20032	19814	
19336	19945	22828	24239	
21171	17003	21908	17395	
23329	18914	22301	18431	
22480	25271	21119	22714	
23864	20888	24419	21126	
17804	15060	21629	17611	
22624	25428	19967	21128	
19862	23277	20310	24347	
58
19673	24300	18036	21030	
21624	22540	23147	24731	
22328	18809	18004	15828	
17399	21943	15684	19088	
23132	20445	25113	21278	
21247	17226	17483	14681	
25487	21928	20855	19311	
18894	23201	18608	22586	
20122	16403	22230	17582	
23471	18869	21542	17920	
59
17233	19491	19854	23787	
17717	17821	21967	22173	
24918	20483	20795	18364	
23026	25236	20428	21359	
17313	15953	21944	19598	
18696	22212	15710	17901	
17021	14706	21229	17721	
20423	24933	19303	22333	
22440	22408	23840	23791	
25057	22474	22921	21313	
60
15792	18659	18097	22330	
18648	22037	19641	24202	
18280	22925	17152	20789	
18002	16826	22650	20482	
21175	17369	17199	14605	
18090	17726	22540	21815	
18823	19517	22417	23955	
23644	23423	19660	19565	
18791	22651	16087	18508	
22310	17664	20094	16424	
61
14623	17195	17407	21192	
17919	14875	21384	17134	
22225	25159	19348	20608	
17278	15873	21901	19495	
17219	21867	16118	19933	
17078	21511	15123	18402	
22048	19801	26059	21469	
18375	15715	22286	18248	
20117	22284	16426	17637	
22386	22323	23905	23807	
62
22242	17617	20664	16763	
16706	13953	20526	16640	
17230	20029	19304	23729	
21112	17432	23065	18436	
15776	17552	19116	22077	
19535	17744	24113	20677	
23486	24826	21097	21712	
18720	16757	23191	19762	
18305	22432	18466	22767	
21791	19313	25646	20998	
63
20624	25132	19435	22340	
16992	17228	21251	21692	
24713	21978	23508	21383	
18805	18474	23153	22447	
19759	16335	22505	17905	
20949	21599	23434	24890	
24024	19449	21915	18464	
18313	20061	21120	24673	
21984	19701	17348	16032	
17501	19003	20756	23639	
64
20981	22423	17059	17822	
24883	23225	20971	20282	
17468	17367	21853	21660	
22405	24093	22157	23692	
20600	17560	23878	19287	
16706	20438	17805	22452	
23488	19670	19172	16948	
24150	20806	24042	20760	
21126	22937	22267	25197	
18622	22291	15753	18063	
65
21753	21512	17345	17217	
20747	20247	24608	23402	
18873	15512	21819	17308	
18696	19525	22212	24030	
22077	17984	22679	18280	
18487	21571	19877	24522	
19835	16888	23343	18886	
17540	21796	17672	22053	
18526	23086	16774	19964	
16663	20017	18248	22851	
66
24794	22010	20196	18954	
24482	20187	22827	19483	
22478	18030	21790	17683	
21925	21210	17418	17038	
17645	16789	22269	20685	
22425	25888	20230	21690	
22589	22087	18207	17959	
19628	21216	22048	25821	
18760	22363	19466	23919	
21010	18864	25435	21081	
67
22756	25536	20354	21528	
25399	21500	20770	18979	
18504	23149	17151	20607	
19198	18952	23421	22875	
20767	17422	23482	18839	
24654	22706	20303	19475	
22030	20190	26209	22030	
20938	24306	17991	19694	
21011	20110	25118	22945	
16982	20781	17933	22566	
68
19178	17780	23825	21058	
20944	20258	24871	23219	
20908	20395	24677	23443	
14052	16793	16740	20625	
21774	17824	22868	18367	
19614	17957	24235	20957	
17336	21655	15174	18265	
22182	23293	18321	18848	
23122	20614	18477	17142	
16568	20408	13835	16555	
69
18493	23084	17658	21424	
24150	19993	19953	17577	
22633	23784	22533	23643	
23697	23472	19739	19643	
21936	18395	23857	19297	
22432	22767	18305	18466	
18628	22835	16280	19019	
22190	22376	23743	24044	
23759	20373	24229	20568	
25722	21081	21667	19285	
70
18663	16513	23019	19395	
22389	22720	23489	23961	
21105	19212	25716	21533	
16965	14973	21376	18239	
21119	17181	22480	17894	
20061	23316	20567	24537	
21771	17614	22329	17897	
24114	21711	19498	18362	
20952	24671	20457	23483	
18245	15617	22190	18198	
71
19527	20735	22371	25228	
20663	25019	19675	22659	
24756	23533	21271	20748	
17032	21125	17541	22085	
23094	19870	24632	20510	
22502	19473	24956	20515	
24498	21457	19850	18401	
14565	17503	16982	21110	
22414	18296	18571	15849	
20099	22256	21680	26044	
72
24572	21644	23736	21257	
22942	18898	23170	19001	
23175	19038	19197	16605	
18282	17112	22929	20723	
21833	17501	18433	15353	
22866	18527	19247	16355	
21820	19610	17181	15899	
22860	22517	18574	18411	
25371	22444	20926	19703	
20959	21940	16855	17383	
73
23294	19950	18780	16899	
21282	17738	17092	14751	
18473	22578	18621	22890	
19572	18873	24003	22447	
18007	20687	19988	24495	
23075	21548	18506	17743	
22930	18706	22717	18606	
23817	20751	24421	21006	
22487	23123	18493	18792	
17892	21872	18375	22850	
74
15791	18269	18493	22359	
19582	24031	17530	20276	
18359	18702	22348	23072	
24904	23357	21934	21194	
21536	19377	25934	21355	
20522	23193	21317	25074	
23663	24603	20745	21145	
18339	22950	17445	21208	
18489	22288	15728	18154	
22566	17964	21062	17176	
75
19182	23219	16646	19128	
16894	14483	21027	17438	
24470	23854	21394	21121	
18024	22402	17827	22007	
18192	22088	18710	23168	
21528	24918	20864	23406	
25145	21162	23029	20282	
25601	22534	22279	20782	
19567	23989	18886	22471	
21191	24816	20609	23437	
76
19195	17442	23775	20488	
21416	19722	26034	21987	
16948	19962	18859	23361	
22002	24494	21586	23680	
20655	22049	16677	17436	
21632	18080	23668	19067	
17454	14528	21076	16963	
20840	24758	20228	23281	
17585	14593	21126	16950	
24105	24217	21339	21390	
77
22510	22382	18233	18170	
24996	20353	21741	18876	
23456	24558	21693	22301	
22066	20919	17488	16873	
16963	19482	19390	23535	
18197	22404	18260	22534	
20861	17044	16934	14289	
17012	18618	20282	23225	
23424	24871	21135	21810	
20992	17233	16997	14424	
78
24287	23118	22930	22110	
19911	17634	24199	20133	
22190	22991	23105	24209	
24328	23992	21464	21311	
19664	22224	16133	17609	
23272	19028	22783	18805	
24903	21368	20266	18589	
17389	20993	18502	23143	
24150	19993	23103	19548	
20210	16381	22058	17412	
79
22826	18658	22826	18658	
22438	18340	18567	15871	
20059	16364	22227	17581	
22566	25758	20428	21809	
18421	15835	22408	18421	
18265	16428	22783	19610	
21850	17409	18689	15454	
18921	21211	20970	25477	
20336	16629	16368	13769	
20909	19066	25529	21500	
80
13973	16638	16744	20545	
17112	18943	20163	23484	
20293	19140	24843	22207	
18344	22678	18154	22288	
24395	19917	22379	19026	
21394	19117	25660	21096	
16171	18247	19185	22641	
18113	22725	17256	21078	
15349	17790	18157	21908	
17893	20676	19801	24339	
81
17682	22286	16931	20879	
23624	20863	24684	21322	
22417	21194	17849	17210	
17536	15440	21901	18553	
21473	18064	23857	19225	
21360	23103	17621	18501	
18859	23361	18204	21994	
18615	17232	23259	20647	
20127	24764	18478	21324	
19879	16637	22925	18360	
82
21290	25497	20119	22677	
21822	24116	18443	19518	
21601	17237	21575	17223	
24442	19912	20713	17979	
22806	25459	20321	21435	
18990	20717	21569	25358	
18576	20292	21323	24921	
19528	16321	22669	18150	
23876	19890	19600	17315	
19993	21385	22405	25764	
83
19657	20599	22696	24940	
18491	23003	16625	19745	
20401	16459	21944	17313	
21126	24182	18020	19540	
17489	21619	15067	17934	
21381	25943	19378	21510	
17982	15475	22043	18199	
17819	21603	15037	17553	
17875	15160	21731	17725	
21740	23237	22549	24607	
84
22968	22582	23808	23318	
23072	18702	22348	18359	
16635	20763	14223	17207	
17238	18017	21121	22614	
20880	24218	20788	23999	
20413	23152	17042	18522	
20012	24381	17828	20363	
23952	23153	19821	19479	
23096	19773	24500	20361	
23604	18972	20694	17447	
85
22984	22563	23829	23295	
17466	17481	21794	21822	
20403	22367	21975	25929	
25630	20996	21598	19185	
21809	20920	17260	16779	
17580	21572	15001	17727	
23218	21283	24953	22156	
17670	14767	21317	17195	
18743	18561	23013	22623	
19799	18029	24394	20902	
86
19824	23159	16759	18656	
24538	23759	21219	20884	
25457	22125	22770	20850	
17809	15387	21943	18208	
20318	18147	24706	20599	
19699	22601	16360	18026	
18391	22960	17653	21493	
17478	20391	19367	23897	
24326	21235	23991	21089	
19140	23328	16762	19374	
87
20609	23437	21191	24816	
22095	18435	23689	19180	
17217	21864	16055	19833	
21273	17643	17143	14725	
18618	17952	23147	21787	
22046	22413	17862	18045	
24707	23461	20988	20468	
21792	26066	20182	22258	
18025	20990	19697	24317	
19554	20952	22198	25510	
88
20005	22116	16278	17469	
24252	20824	23926	20688	
16911	14250	20823	16993	
22927	25270	21023	22167	
19594	19353	23715	23160	
17171	14781	21323	17718	
19696	24255	18697	22064	
16217	20090	13517	16306	
22482	20309	17834	16638	
18167	16007	22506	18973	
89
17906	19683	20809	24271	
16315	19209	18493	22827	
17437	17700	21630	22139	
26067	21820	21419	19610	
16197	18975	18521	22746	
22971	21853	24546	22898	
21714	21027	17197	16826	
21592	21866	23834	24381	
15825	17909	18891	22290	
20380	22397	16643	17750	
90
23104	21729	24650	22670	
20900	17695	23840	19201	
17931	21721	15156	17661	
17220	14382	20947	16930	
18652	18553	22886	22675	
18232	15104	21572	17236	
21338	19896	25793	22315	
21755	22878	22914	24645	
19233	22183	20468	25031	
17967	21213	19347	23995	
91
20969	21784	16807	17247	
19714	21614	21777	26256	
24463	21902	19859	18687	
18278	15848	22410	18585	
18120	22472	17951	22130	
21501	17821	23322	18724	
22714	18077	20203	16691	
21235	17418	22845	18245	
22417	22821	18314	18507	
19038	21779	15566	17216	
92
21669	17473	18070	15134	
25904	21480	22301	19987	
19103	22454	16013	18034	
21366	23230	22226	24894	
17752	19793	20448	24256	
18191	22828	16801	20292	
20948	25483	18939	21262	
21801	18627	24488	19867	
19664	24157	17682	20453	
23183	18650	19934	16821	
93
18690	16112	22685	18657	
22515	23759	22515	23759	
25529	21994	20909	19389	
22836	18916	23417	19178	
22169	25660	20700	22547	
19065	23711	17804	21194	
20600	21863	16566	17259	
14408	17156	17045	20980	
20470	16779	22566	17918	
20204	16825	22965	18345	
94
17295	21073	18204	22822	
22538	18651	23388	19042	
16729	18107	20242	22745	
20563	16636	16782	13991	
25483	21363	20901	18973	
16832	14030	20601	16658	
19632	19299	23812	23046	
22667	21358	25040	22771	
14449	17125	17152	21022	
25119	23057	21155	20297	
95
18189	15176	21687	17424	
22752	18141	21098	17281	
18901	23467	17134	20237	
17082	20651	18311	22959	
22268	20936	25420	22725	
20825	25329	19563	22337	
16077	17299	19809	21944	
19227	21882	15719	17297	
17578	22191	16095	19625	
22464	18848	23927	19507	
96
19229	18254	23817	21772	
20408	24582	19758	23029	
21260	17039	21812	17332	
19513	24102	18471	21871	
18025	15882	22371	18884	
16210	18703	18821	22781	
21783	21112	24875	23426	
24257	19755	20535	17782	
18656	17657	23278	21295	
20190	22557	16602	17914	
97
22878	19510	18420	16450	
21107	19506	25733	21975	
22343	20626	17710	16780	
21307	20758	24788	23508	
21513	23383	22218	24718	
19154	22387	20123	24607	
25289	23007	21909	20863	
16244	19893	17547	22187	
23061	20320	18435	16941	
23851	21764	24282	21990	
98
20050	22463	21406	25733	
18886	15957	22471	18166	
20690	17120	22986	18338	
23335	24708	21563	22306	
24114	21550	24170	21577	
21182	22095	23176	25034	
23029	19624	18567	16595	
20530	21032	23499	24698	
17579	17123	22103	21239	
18132	21890	18848	23376	
99
18674	22861	18641	22790	
17490	21785	15287	18325	
20773	19652	25192	22520	
16820	14031	20602	16673	
21904	23901	18393	19331	
23023	22565	23831	23256	
23188	23477	19257	19384	
20522	17714	24167	19648	
24904	21934	23357	21194	
18709	19521	22236	24019	
